lat,long,date,time,region
16.93278992,121.0732046,08/10/2018,01:26:00,CAR - Cordillera Administrative Region
16.9332,120.4786,02/17/2012,,Region I - Ilocos Region
16.9379,120.9263,12/16/2011,,CAR - Cordillera Administrative Region
16.9413,120.9074,08/09/2011,,CAR - Cordillera Administrative Region
16.9433,120.9099,10/16/2016,,CAR - Cordillera Administrative Region
16.95,122.03,01/08/2017,,Region II - Cagayan Valley
16.95,121.045,10/15/2009,,CAR - Cordillera Administrative Region
16.9619,121.0601,12/11/2020,17:30:00,CAR - Cordillera Administrative Region
16.9623,121.2711,10/18/2010,,CAR - Cordillera Administrative Region
16.9643,120.8163,10/08/2009,,CAR - Cordillera Administrative Region
16.9645,120.8147,10/08/2009,,CAR - Cordillera Administrative Region
16.9648,121.2184,10/18/2010,,CAR - Cordillera Administrative Region
16.9729,120.6294,10/20/2016,,Region I - Ilocos Region
16.976,120.9076,08/21/2015,,CAR - Cordillera Administrative Region
16.9761,120.5281,10/15/2010,,Region I - Ilocos Region
16.9817,121.7753,10/18/2010,,Region II - Cagayan Valley
16.9897,120.7538,07/31/2009,,Region I - Ilocos Region
16.9919,121.1694,11/11/2024,13:00:00,CAR - Cordillera Administrative Region
16.9945,120.8209,06/19/2012,,CAR - Cordillera Administrative Region
16.9959,121.3014,08/20/2008,,CAR - Cordillera Administrative Region
17.0469,120.9358,11/11/2024,16:45:00,CAR - Cordillera Administrative Region
17.079,120.9925,12/24/2013,,CAR - Cordillera Administrative Region
17.0869,120.9762,11/15/2011,,CAR - Cordillera Administrative Region
17.108372,121.144802,08/16/2016,,CAR - Cordillera Administrative Region
17.1246,121.3148,10/08/2009,,CAR - Cordillera Administrative Region
17.1328,120.67606,30/05/2023,19:00:00,Region I - Ilocos Region
17.1452,120.5291,22/07/2024,19:30:00,Region I - Ilocos Region
17.1638,121.0706,21/10/2020,15:00:00,CAR - Cordillera Administrative Region
17.1677,121.8972,20/11/2024,02:00:00,Region II - Cagayan Valley
17.1686,121.048,08/04/2011,,CAR - Cordillera Administrative Region
17.265,121.2088,01/20/2010,,CAR - Cordillera Administrative Region
17.27,121.0536,09/12/2009,,CAR - Cordillera Administrative Region
17.2826,121.1666,10/18/2010,,CAR - Cordillera Administrative Region
17.3064,121.1548,15/10/2016,23:00:00,CAR - Cordillera Administrative Region
17.3349,121.0364,09/12/2009,,CAR - Cordillera Administrative Region
17.3592,121.461,10/18/2010,,CAR - Cordillera Administrative Region
17.4001,121.1628,21/10/2020,15:50:00,CAR - Cordillera Administrative Region
17.4012,121.3034,10/18/2010,,CAR - Cordillera Administrative Region
17.4122,121.4166,06/15/2012,,CAR - Cordillera Administrative Region
17.4147,121.1495,10/18/2010,,CAR - Cordillera Administrative Region
17.4458,121.4196,08/04/2008,,CAR - Cordillera Administrative Region
17.4541,121.2284,10/08/2009,,CAR - Cordillera Administrative Region
17.4612,121.4255,10/18/2010,,CAR - Cordillera Administrative Region
17.487,120.4359,07/15/2015,,Region I - Ilocos Region
17.487,120.4359,15/07/2015,09:00:00,Region I - Ilocos Region
17.4999,121.132,06/19/2012,,CAR - Cordillera Administrative Region
17.5004,121.4292,11/04/2010,,CAR - Cordillera Administrative Region
17.5031,121.2347,12/11/2024,10:15:00,CAR - Cordillera Administrative Region
17.5257,120.3945,23/08/2022,22:00:00,Region I - Ilocos Region
17.5396,120.9956,08/05/2013,,CAR - Cordillera Administrative Region
17.55,120.9456,13/11/2020,10:00:00,CAR - Cordillera Administrative Region
17.5541,121.2368,02/17/2012,,CAR - Cordillera Administrative Region
17.5632,121.218,10/08/2009,,CAR - Cordillera Administrative Region
17.5753,120.89,09/23/2008,,CAR - Cordillera Administrative Region
17.58,120.7744,07/27/2008,,CAR - Cordillera Administrative Region
17.6,121.3667,01/19/2015,,CAR - Cordillera Administrative Region
17.6424,121.3254,04/05/2017,,CAR - Cordillera Administrative Region
17.66553017,121.7882853,15/09/2018,21:51:00,Region II - Cagayan Valley
17.6691,121.7878,29/08/2023,10:00:00,Region II - Cagayan Valley
17.686,121.8726,11/25/2009,,Region II - Cagayan Valley
17.8101,120.9319,11/04/2010,,CAR - Cordillera Administrative Region
17.8171,121.3106,12/17/2010,,Region II - Cagayan Valley
17.8824,120.4802,26/08/2023,05:00:00,Region I - Ilocos Region
17.9001,121.8509,13/11/2020,02:00:00,Region II - Cagayan Valley
17.9069,121.7737,12/11/2020,11:00:00,Region II - Cagayan Valley
17.9209,121.2194,10/08/2009,,CAR - Cordillera Administrative Region
17.97930178,121.9759505,04/11/2019,04:46:00,Region II - Cagayan Valley
18.012,121.171,11/24/2010,,CAR - Cordillera Administrative Region
18.0167,121.1831,10/18/2010,,CAR - Cordillera Administrative Region
18.0976,121.4967,10/11/2020,18:00:00,Region II - Cagayan Valley
18.128,121.579,30/09/2024,06:00:00,Region II - Cagayan Valley
18.1301,121.6802,23/02/2023,10:00:00,Region II - Cagayan Valley
18.1466,121.73,30/08/2023,15:00:00,Region II - Cagayan Valley
18.2,120.65,07/29/2008,,Region I - Ilocos Region
18.2216,121.0489,12/18/2015,,CAR - Cordillera Administrative Region
18.3263,122.2571,20/10/2020,09:00:00,Region II - Cagayan Valley
18.4149,121.0495,11/04/2010,,CAR - Cordillera Administrative Region
18.418,121.0613,10/18/2010,,CAR - Cordillera Administrative Region
18.4281,121.0642,07/28/2013,,CAR - Cordillera Administrative Region
18.4653,121.3413,17/10/2022,11:40:00,Region II - Cagayan Valley
18.4756,121.3335,11/11/2020,08:40:00,Region II - Cagayan Valley
18.4945,120.9932,10/11/2020,17:00:00,Region II - Cagayan Valley
18.5005,120.8417,10/08/2009,,Region I - Ilocos Region
18.5191,120.8757,14/07/2023,13:00:00,Region I - Ilocos Region
18.5601,120.7887,22/08/2022,19:00:00,Region I - Ilocos Region
18.5875,120.8221,10/05/2013,,Region I - Ilocos Region
19.3177,121.4801,25/08/2023,,Region II - Cagayan Valley
20.4336,121.9598,08/11/2024,05:00:00,Region II - Cagayan Valley
